CUSTOMER_NUMBER,TIME_ID,BAD,GOOD,GB,TRANS_NO,TRANS_AMT_MAX,TRANS_AMT_MIN,TRANS_AMT_SUM,TRANS_AMT_AVG,TRANS_DATE,TRANS_WDAY,TRANS_HOUR,TRANS_LV1_TYPE,TRANS_LV2_TYPE
199778,1,0,1,G,1,500000,500000,500000,500000,1,1,1,1,1
69879,1,0,1,G,3,50000,10000,70000,23333.33333,2,2,3,1,1
937756,1,0,1,G,1,4650000,4650000,4650000,4650000,1,1,1,1,1
225798,1,0,1,G,1,418761,418761,418761,418761,1,1,1,1,1
348422,1,0,1,G,1,400000,400000,400000,400000,1,1,1,1,1
536556,1,0,1,G,2,4200000,530491,4730491,2365245.5,2,1,2,2,2
209761,1,0,1,G,6,3440000,20000,4300000,716666.6667,4,3,5,2,3
467445,1,0,1,G,3,250000000,1700000,431700000,143900000,3,3,3,1,2
585824,1,0,1,G,6,2000000,40000,4280000,848000,5,4,5,2,3
23302,1,0,1,G,3,5000000,200000,6500000,2166666.667,2,2,3,1,2
618884,1,0,1,G,3,50000000,50000000,150000000,50000000,2,2,2,1,1
953623,1,0,1,G,11,7600000,30000,12770000,1160909.091,8,4,10,1,2
951771,1,0,1,G,7,7000000,1800000,28600000,4085714.286,7,4,7,1,1
38406,1,0,1,G,14,20000000,2000000,61000000,4657575.758,9,5,9,1,2
748731,1,1,0,B,0,0,0,0,0,0,0,1,0,0
598651,1,0,1,G,16,50000000,58000,199097000,18232500,6,5,9,2,2
899548,1,0,1,G,0,0,0,0,0,0,0,1,0,0
196050,1,0,1,G,2,3700000,2400000,6100000,3050000,2,2,2,1,1
176315,1,0,1,G,1,2318072,2318072,2318072,2318072,1,1,1,1,1
151275,1,0,1,G,1,2300000,2300000,2300000,2300000,1,1,1,1,1
660102,1,0,1,G,3,2000000,600000,3600000,1200000,3,3,3,1,1
894796,1,1,0,B,3,1450000,20000,1490000,735000,2,2,2,2,2
37812,1,0,1,G,0,0,0,0,0,0,0,1,0,0
641921,1,0,1,G,0,0,0,0,0,0,0,1,0,0
830201,1,0,1,G,2,7000000,30000,7030000,3515000,2,2,2,2,2
558205,1,0,1,G,5,100000,10000,180000,36000,4,4,5,1,1
380343,1,0,1,G,4,100000,10000,170000,42500,3,3,4,1,2
487616,1,0,1,G,1,960000,960000,960000,960000,1,1,1,1,1
198949,1,0,1,G,3,100000,20000,140000,46666.66667,1,1,3,1,2
452616,1,0,1,G,1,15000000,15000000,15000000,15000000,1,1,1,1,1
828709,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
261942,1,0,1,G,3,3885600,85000,4154600,1384866.667,2,2,3,1,1
776951,1,0,1,G,1,160000,160000,160000,160000,1,1,1,1,1
453824,1,1,0,B,1,2200000,2200000,2200000,2200000,1,1,1,1,1
722696,1,0,1,G,11,17236550,350000,89466035,7996271.45,5,3,9,1,2
165523,1,0,1,G,0,0,0,0,0,0,0,1,0,0
927249,1,0,1,G,8,20900000,1000000,68000000,8500000,5,5,8,1,1
991440,1,0,1,G,1,400000,400000,400000,400000,1,1,1,1,1
7913,1,0,1,G,3,10000000,1300000,21300000,7100000,3,2,3,1,2
118389,1,0,1,G,0,0,0,0,0,0,0,1,0,0
193201,1,0,1,G,3,24500000,4500000,44500000,14833333.33,3,3,3,1,1
879226,1,0,1,G,3,1161500,20000,1481500,493833.3333,3,3,3,2,2
386462,1,1,0,B,0,0,0,0,0,0,0,1,0,0
682859,1,0,1,G,1,1597029,1597029,1597029,1597029,1,1,1,1,1
690834,1,0,1,G,7,1000000,200000,3190000,455714.2857,6,5,7,2,2
637265,1,0,1,G,1,344615,344615,344615,344615,1,1,1,1,1
490898,1,0,1,G,0,0,0,0,0,0,0,1,0,0
144436,1,0,1,G,2,1500000,350000,1850000,925000,2,2,2,1,1
983410,1,0,1,G,1,900000,900000,900000,900000,1,1,1,1,1
390818,1,0,1,G,3,32195586.5,721340,65112513,16458463.25,2,2,2,1,1
240966,1,0,1,G,2,100000,93105,193105,96552.5,2,2,2,1,1
731706,1,0,1,G,1,1950000,1950000,1950000,1950000,1,1,1,1,1
451388,1,0,1,G,5,300000,100000,700000,150000,4,3,4,1,1
25960,1,0,1,G,5,19000000,700000,42350000,8470000,5,4,5,1,2
233887,1,0,1,G,1,4500000,4500000,4500000,4500000,1,1,1,1,1
512052,1,0,1,G,9,1000000,10000,2915000,323888.8889,7,4,9,2,3
507839,1,0,1,G,18,70000000,10000000,668805000,38970128.21,11,6,13,1,1
785879,1,0,1,G,1,1500000,1500000,1500000,1500000,1,1,1,1,1
801756,1,0,1,G,2,50000,50000,100000,50000,1,1,1,1,1
126134,1,0,1,G,2,50000,50000,100000,50000,1,1,1,1,1
834449,1,0,1,G,1,2000000,2000000,2000000,2000000,1,1,1,1,1
866528,1,0,1,G,19,112840000,14000,280861500,14721558.82,12,6,15,2,3
28208,1,0,1,G,3,7500000,25000,7673082,2557694,2,1,3,3,3
822689,1,0,1,G,14,32600000,600000,148637000,10526090.91,6,4,10,2,2
379694,1,0,1,G,3,3581716,10000,3911716,1303905.333,3,3,3,3,3
300145,1,0,1,G,1,1000000,1000000,1000000,1000000,1,1,1,1,1
487200,1,0,1,G,9,50000000,350000,61925000,6880555.556,6,4,9,1,2
268674,1,0,1,G,51,5000000,35000,22742100,433383.3333,10,7,42,1,1
311061,1,0,1,G,1,250000000,250000000,250000000,250000000,1,1,1,1,1
332496,1,0,1,G,3,19800000,6000000,34574000,11524666.67,3,3,3,1,1
57797,1,0,1,G,1,90000,90000,90000,90000,1,1,1,1,1
268160,1,0,1,G,1,2000000,2000000,2000000,2000000,1,1,1,1,1
313194,1,0,1,G,3,190000,50000,430000,120000,2,2,2,1,2
268506,1,0,1,G,1,300000,300000,300000,300000,1,1,1,1,1
198694,1,0,1,G,0,0,0,0,0,0,0,1,0,0
709434,1,0,1,G,3,200000,100000,500000,166666.6667,3,3,3,2,2
608854,1,0,1,G,1,200000,200000,200000,200000,1,1,1,1,1
440799,1,0,1,G,0,0,0,0,0,0,0,1,0,0
700441,1,0,1,G,0,0,0,0,0,0,0,1,0,0
713042,1,0,1,G,2,75000,75000,150000,75000,1,1,1,1,1
389571,1,0,1,G,5,3000000,200000,10200000,2040000,5,4,5,2,2
120939,1,0,1,G,3,9080000,200000,17730000,5910000,3,3,3,2,2
103872,1,0,1,G,8,4000000,10000,5841000,730125,4,3,7,3,4
26015,1,0,1,G,1,1000000,1000000,1000000,1000000,1,1,1,1,1
108416,1,0,1,G,1,35000000,35000000,35000000,35000000,1,1,1,1,1
318469,1,0,1,G,1,2000000,2000000,2000000,2000000,1,1,1,1,1
43396,1,0,1,G,0,0,0,0,0,0,0,1,0,0
187986,1,0,1,G,2,500000,100000,600000,300000,2,2,2,1,1
102899,1,0,1,G,1,30000,30000,30000,30000,1,1,1,1,1
877365,1,0,1,G,1,20000000,20000000,20000000,20000000,1,1,1,1,1
334120,1,0,1,G,2,18000000,700000,18700000,9350000,2,2,2,1,1
10765,1,0,1,G,1,2750000,2750000,2750000,2750000,1,1,1,1,1
206833,1,1,0,B,1,4000000,4000000,4000000,4000000,1,1,1,1,1
791201,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
58391,1,0,1,G,1,15000000,15000000,15000000,15000000,1,1,1,1,1
832122,1,0,1,G,1,10000000,10000000,10000000,10000000,1,1,1,1,1
602180,1,0,1,G,13,1300000,15200,4110600,316200,10,6,13,2,3
217778,1,0,1,G,1,1000000,1000000,1000000,1000000,1,1,1,1,1
645864,1,0,1,G,2,20000,7000,27000,13500,1,1,1,2,2
856340,1,0,1,G,0,0,0,0,0,0,0,1,0,0
289905,1,0,1,G,3,25000000,200000,26200000,8733333.333,3,2,3,1,1
282323,1,0,1,G,4,8350000,10000,10110000,2527500,4,3,4,2,2
807736,1,0,1,G,2,50000000,9817000,59817000,29908500,2,2,2,1,1
715354,1,0,1,G,2,274532,155000,429532,214766,2,2,2,2,2
673730,1,0,1,G,2,650000,150000,800000,400000,2,2,2,1,1
924261,1,0,1,G,1,1500000,1500000,1500000,1500000,1,1,1,1,1
126107,1,1,0,B,6,19000000,2039000,39039000,8513000,3,3,3,2,2
66639,1,0,1,G,1,1400000,1400000,1400000,1400000,1,1,1,1,1
2188,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
491725,1,0,1,G,2,10000,10000,20000,10000,1,1,1,1,1
513824,1,0,1,G,2,10000000,66700,10066700,5033350,2,2,2,2,2
231882,1,0,1,G,3,8000000,10000,8510000,2836666.667,2,1,3,1,1
225229,1,0,1,G,4,966000,220000,1986000,496500,4,4,4,1,1
135288,1,0,1,G,12,60000000,1000000,142390000,11865833.33,11,5,12,1,2
614327,1,0,1,G,1,30000,30000,30000,30000,1,1,1,1,1
131939,1,0,1,G,4,18500000,20000,18770000,4692500,4,4,4,2,2
348751,1,0,1,G,3,500000,200000,1200000,350000,1,1,2,1,1
727052,1,0,1,G,1,250000,250000,250000,250000,1,1,1,1,1
687857,1,0,1,G,2,43141656,200000,43341656,21670828,2,2,2,1,1
638047,1,0,1,G,37,4780000,10000,31166664,833563.6471,18,7,34,2,3
933675,1,0,1,G,1,60000,60000,60000,60000,1,1,1,1,1
76376,1,0,1,G,1,5000000,5000000,5000000,5000000,1,1,1,1,1
368388,1,0,1,G,3,1430000,450000,2880000,960000,2,2,2,1,2
102456,1,0,1,G,1,50001,50001,50001,50001,1,1,1,1,1
915538,1,0,1,G,1,10000000,10000000,10000000,10000000,1,1,1,1,1
800944,1,0,1,G,1,1000000,1000000,1000000,1000000,1,1,1,1,1
320630,1,0,1,G,4,9000000,365000,11319000,2829750,4,4,4,2,2
981410,1,0,1,G,1,1500000,1500000,1500000,1500000,1,1,1,1,1
177852,1,0,1,G,2,30000000,9000000,39000000,19500000,2,2,2,1,1
809085,1,0,1,G,3,10000000,3000000,20000000,6666666.667,3,3,3,1,1
414358,1,0,1,G,2,50000000,899000,50899000,25449500,2,2,2,2,2
826350,1,0,1,G,8,100000000,10500000,261500000,33785714.29,5,4,7,1,1
755488,1,0,1,G,3,50000000,20000000,106000000,35333333.33,3,2,3,1,2
662463,1,0,1,G,2,50000000,500000,50500000,25250000,2,2,2,1,1
553596,1,1,0,B,0,0,0,0,0,0,0,1,0,0
977783,1,0,1,G,2,200000,200000,400000,200000,1,1,2,1,1
682181,1,0,1,G,1,27101000,27101000,27101000,27101000,1,1,1,1,1
881939,1,0,1,G,1,1225550,1225550,1225550,1225550,1,1,1,1,1
258986,1,0,1,G,4,810000,19000,1539000,384750,3,2,4,2,2
376724,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
744785,1,0,1,G,2,2000000,1500000,3500000,1750000,2,1,2,1,1
316395,1,0,1,G,3,300000,290000,880000,295000,2,2,2,1,1
657287,1,0,1,G,2,8050000,5000000,13050000,6525000,2,2,2,1,1
715713,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
952105,1,0,1,G,2,1000000,100000,1100000,550000,2,2,2,2,2
235197,1,0,1,G,61,2333333.333,90000,45517507,694978.812,11,7,36,3,4
529007,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
579349,1,0,1,G,1,6200000,6200000,6200000,6200000,1,1,1,1,1
11396,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
643141,1,0,1,G,5,88000,60000,361000,72200,5,4,5,1,1
190107,1,0,1,G,1,12235000,12235000,12235000,12235000,1,1,1,1,1
28077,1,0,1,G,1,1000,1000,1000,1000,1,1,1,1,1
18245,1,0,1,G,0,0,0,0,0,0,0,1,0,0
720337,1,0,1,G,1,10000,10000,10000,10000,1,1,1,1,1
922954,1,0,1,G,2,60000000,50000000,110000000,55000000,2,2,2,1,1
347160,1,0,1,G,1,7000000,7000000,7000000,7000000,1,1,1,1,1
554633,1,0,1,G,1,900000,900000,900000,900000,1,1,1,1,1
131812,1,1,0,B,1,7800000,7800000,7800000,7800000,1,1,1,1,1
310516,1,0,1,G,2,2000000,350000,2350000,1175000,1,1,2,1,1
199986,1,0,1,G,1,300000,300000,300000,300000,1,1,1,1,1
925791,1,0,1,G,0,0,0,0,0,0,0,1,0,0
396323,1,0,1,G,2,3150000,1000000,4150000,2075000,2,1,2,1,1
610260,1,0,1,G,4,253500000,246500000,997000000,249500000,2,1,3,1,2
374190,1,0,1,G,1,491200,491200,491200,491200,1,1,1,1,1
810241,1,1,0,B,1,10000000,10000000,10000000,10000000,1,1,1,1,1
536030,1,0,1,G,3,200000,36000,336000,112000,3,3,3,1,1
309562,1,0,1,G,4,100000,23000,278000,69500,4,4,4,1,1
258206,1,0,1,G,4,4690000,100000,6890000,1722500,4,4,4,2,2
141811,1,0,1,G,0,0,0,0,0,0,0,1,0,0
130845,1,0,1,G,1,2400000,2400000,2400000,2400000,1,1,1,1,1
459802,1,0,1,G,0,0,0,0,0,0,0,1,0,0
575050,1,0,1,G,110,5000000,10000,124859000,1127642.857,29,7,92,2,4
992257,1,0,1,G,3,720000,500000,1720000,573333.3333,3,3,3,2,2
617905,1,0,1,G,15,100000000,1245000,394284090,26285606,12,6,15,1,1
833967,1,0,1,G,3,50000000,580000,55755000,18585000,3,2,3,1,1
203341,1,0,1,G,4,1000000,10000,1070000,267500,3,3,3,2,4
44576,1,0,1,G,1,3234100,3234100,3234100,3234100,1,1,1,1,1
983512,1,0,1,G,0,0,0,0,0,0,0,1,0,0
56680,1,0,1,G,5,600000,10000,850800,170160,5,4,5,2,2
327201,1,0,1,G,3,4500000,37000,5037000,1679000,3,2,3,2,2
283770,1,0,1,G,4,100000000,1100000,130000000,32500000,4,4,4,1,1
678466,1,0,1,G,6,965000,50000,2585000,324000,5,3,5,2,2
435285,1,0,1,G,3,5000000,280000,10280000,3426666.667,2,2,3,1,2
764386,1,0,1,G,10,240000000,50000,669050000,67583333.33,7,5,8,2,2
647709,1,0,1,G,11,89376,10000,441684,41638,7,6,10,1,1
558789,1,0,1,G,3,1288734,431000,2719734,906578,2,2,3,2,2
1101,1,0,1,G,1,10700000,10700000,10700000,10700000,1,1,1,1,1
500990,1,0,1,G,2,560000,200000,760000,380000,2,2,2,2,2
292825,1,0,1,G,3,1500000,10000,2510000,836666.6667,3,3,3,1,1
821218,1,0,1,G,1,50000000,50000000,50000000,50000000,1,1,1,1,1
894080,1,0,1,G,3,300000,50000,450000,150000,3,3,3,2,2
975426,1,0,1,G,3,1926000,100000,2326000,775333.3333,2,2,3,2,2
571047,1,0,1,G,9,12000000,20000,12605000,1563125,8,5,8,2,4
953892,1,0,1,G,1,6000000,6000000,6000000,6000000,1,1,1,1,1
38710,1,0,1,G,2,750000,570000,1320000,660000,2,2,2,1,1
129739,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
447118,1,0,1,G,8,45000000,1000000,69360000,8670000,8,6,8,1,2
116468,1,0,1,G,7,50000000,100000,169061000,24518500,4,3,5,2,3
234192,1,0,1,G,1,400000,400000,400000,400000,1,1,1,1,1
535035,1,0,1,G,3,2000000,1790000,5790000,1930000,3,3,3,1,1
43596,1,1,0,B,2,250000000,17000000,267000000,133500000,2,2,2,1,1
646877,1,0,1,G,5,3000000,100000,6755000,1351000,2,2,5,2,2
241341,1,0,1,G,1,25000000,25000000,25000000,25000000,1,1,1,1,1
486802,1,1,0,B,7,1700000,10000,3970000,567142.8571,4,4,7,2,2
984972,1,0,1,G,3,1800000,20000,1920000,640000,2,2,3,2,2
110459,1,0,1,G,6,5000000,30000,7180000,1196666.667,4,4,6,2,3
688549,1,0,1,G,4,750000,100000,1350000,337500,4,4,4,2,3
654204,1,0,1,G,6,10000000,20000,12120000,2020000,6,5,6,2,2
934655,1,0,1,G,26,2600000,30000,9817000,395083.3333,15,6,23,2,3
205263,1,0,1,G,1,5000000,5000000,5000000,5000000,1,1,1,1,1
554283,1,0,1,G,8,10000000,20000,10970000,2119000,5,4,5,2,2
23186,1,1,0,B,0,0,0,0,0,0,0,1,0,0
897523,1,0,1,G,11,10000000,100000,20500000,1863636.364,5,4,10,2,3
58730,1,0,1,G,3,600000,170500,1088805,362935,2,2,3,2,2
169489,1,0,1,G,1,10000,10000,10000,10000,1,1,1,1,1
391360,1,0,1,G,22,9698000,10000,19098000,937150,13,5,18,3,4
593440,1,0,1,G,8,3000000,20000,6040000,755000,7,5,8,2,2
237380,1,1,0,B,0,0,0,0,0,0,0,1,0,0
555514,1,0,1,G,5,280000,10000,890000,178000,5,3,5,2,3
105146,1,0,1,G,9,5300000,100000,12880000,1431111.111,9,6,9,2,2
701734,1,0,1,G,4,2950000,20000,5940000,996666.6667,3,3,3,2,2
704719,1,0,1,G,4,500000,220000,1420000,355000,3,3,3,2,3
986164,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
93627,1,1,0,B,0,0,0,0,0,0,0,1,0,0
663836,1,0,1,G,16,25000000,100000,98698337,6976477.786,11,6,14,3,4
146750,1,0,1,G,2,800000,600000,1400000,700000,1,1,2,1,1
778235,1,0,1,G,4,15000000,50000,15350000,3837500,3,3,4,2,2
232790,1,0,1,G,3,300000,50000,450000,150000,3,3,3,1,1
694891,1,0,1,G,4,2000000,200000,4400000,1100000,4,4,4,2,3
676920,1,0,1,G,15,9100000,45000,24185000,1612333.333,9,6,15,2,3
99135,1,0,1,G,3,2550000,100000,5200000,1325000,2,2,2,2,2
11660,1,0,1,G,0,0,0,0,0,0,0,1,0,0
827932,1,0,1,G,7,1000000,50000,2680000,382857.1429,6,3,7,2,3
182343,1,0,1,G,2,7500000,10000,7510000,3755000,2,2,2,2,2
968455,1,0,1,G,0,0,0,0,0,0,0,1,0,0
731207,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
538353,1,0,1,G,8,13030000,200000,23600000,3012142.857,7,4,7,1,1
201863,1,1,0,B,0,0,0,0,0,0,0,1,0,0
984002,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
472639,1,0,1,G,5,2500000,50000,4300000,860000,4,4,5,2,2
218166,1,0,1,G,5,200000,50000,400000,80000,4,4,5,2,2
552268,1,0,1,G,4,200000,50000,500000,125000,3,3,4,2,2
155354,1,0,1,G,9,1000000,20000,2093830,232647.7778,9,5,9,3,3
708168,1,0,1,G,9,15000000,20000,20815000,2327187.5,8,5,8,2,3
720939,1,0,1,G,11,2350000,20607,3576409,325128.0909,9,7,11,3,3
804741,1,0,1,G,4,50000,30000,180000,45000,3,3,4,1,1
948834,1,0,1,G,6,13000000,50000,19965638,3327606.333,5,4,6,2,3
229441,1,0,1,G,9,9000000,20000,21463000,2435437.5,8,6,8,2,2
572910,1,0,1,G,1,2000000,2000000,2000000,2000000,1,1,1,1,1
16675,1,0,1,G,5,10000000,30000,11180000,2236000,4,3,5,2,2
306119,1,0,1,G,4,5700000,500000,11100000,2775000,4,3,4,1,1
210431,1,0,1,G,1,400000,400000,400000,400000,1,1,1,1,1
433313,1,0,1,G,49,5000000,100000,92920000,1970232.558,18,7,41,2,3
810811,1,0,1,G,30,23600000,50000,151940000,5064666.667,25,7,29,2,3
619929,1,0,1,G,4,100000,20000,180000,45000,4,3,4,1,1
588253,1,0,1,G,4,2000000,500000,5030000,1257500,4,2,4,2,2
553688,1,0,1,G,2,1250000,200000,1450000,725000,1,1,2,1,2
826308,1,0,1,G,7,685000,50000,1345700,192242.8571,5,4,7,2,2
338133,1,0,1,G,1,499000,499000,499000,499000,1,1,1,1,1
79193,1,0,1,G,4,5000000,50000,7050000,1762500,4,3,4,1,1
591519,1,0,1,G,1,3300000,3300000,3300000,3300000,1,1,1,1,1
198937,1,0,1,G,1,20000,20000,20000,20000,1,1,1,1,1
753173,1,0,1,G,10,25000000,10000,43838000,4383800,8,6,9,2,2
80025,1,0,1,G,1,1880000,1880000,1880000,1880000,1,1,1,1,1
171005,1,0,1,G,1,22672490,22672490,22672490,22672490,1,1,1,1,1
902640,1,0,1,G,2,2000000,456000,2456000,1228000,2,2,2,1,1
666252,1,0,1,G,6,100000,20000,270000,44000,4,3,5,2,2
557708,1,1,0,B,6,14620000,200000,19580000,3263333.333,5,3,6,1,2
675872,1,0,1,G,3,1506000,20000,1556000,518666.6667,2,2,3,2,2
571523,1,0,1,G,4,300000,100000,950000,225000,2,2,3,2,2
57497,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
258582,1,0,1,G,23,40000000,50000,384109000,17817750,11,6,15,2,2
585788,1,0,1,G,17,4500000,100000,17041000,1026000,8,5,16,1,2
328444,1,0,1,G,1,8000000,8000000,8000000,8000000,1,1,1,1,1
618533,1,0,1,G,3,2500000,200000,3200000,1066666.667,3,2,3,2,2
521707,1,0,1,G,9,6000000,211200,22321200,2480133.333,8,7,9,2,3
530098,1,0,1,G,3,340000,250250,840500,295125,2,2,2,1,1
548807,1,0,1,G,3,5000000,88000,6088000,2029333.333,2,2,3,1,2
159221,1,0,1,G,6,9000000,300000,15800000,2633333.333,6,5,6,1,2
672090,1,0,1,G,1,6000000,6000000,6000000,6000000,1,1,1,1,1
775922,1,0,1,G,5,40000000,200000,59200000,11840000,4,4,5,1,2
308320,1,0,1,G,3,138410000,1600000,152510000,50836666.67,2,2,3,1,2
292247,1,0,1,G,0,0,0,0,0,0,0,1,0,0
532332,1,0,1,G,0,0,0,0,0,0,0,1,0,0
205374,1,0,1,G,3,403315,117348,638011,212670.3333,3,3,3,2,2
87870,1,0,1,G,1,11246590,11246590,11246590,11246590,1,1,1,1,1
688882,1,0,1,G,1,5570678,5570678,5570678,5570678,1,1,1,1,1
891385,1,0,1,G,7,20000000,2000000,44500000,6357142.857,6,6,7,1,1
967673,1,0,1,G,1,10000000,10000000,10000000,10000000,1,1,1,1,1
312053,1,0,1,G,2,16950000,2000000,18950000,9475000,2,2,2,1,1
449668,1,0,1,G,0,0,0,0,0,0,0,1,0,0
747631,1,0,1,G,2,8000000,3155800,11155800,5577900,2,2,2,1,1
734949,1,0,1,G,6,10000000,28000,12088000,2014666.667,5,4,6,1,2
640816,1,0,1,G,2,6000000,300000,6300000,3150000,1,1,2,1,1
712521,1,0,1,G,0,0,0,0,0,0,0,1,0,0
152776,1,1,0,B,1,2000000,2000000,2000000,2000000,1,1,1,1,1
969185,1,0,1,G,12,5000000,100000,16760000,1396666.667,7,4,11,1,2
362073,1,0,1,G,2,2000000,100000,2100000,1050000,2,2,2,1,2
823835,1,0,1,G,28,441067773,1720000,3695517773,114256542.9,14,7,18,1,2
897591,1,0,1,G,4,2169000,50000,2675000,668750,3,3,4,2,2
2216,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
430915,1,0,1,G,2,30000,10000,40000,20000,1,1,2,1,1
690734,1,0,1,G,0,0,0,0,0,0,0,1,0,0
113349,1,0,1,G,0,0,0,0,0,0,0,1,0,0
177948,1,0,1,G,3,7400000,1000000,12400000,4133333.333,3,3,3,1,1
98898,1,0,1,G,8,4300000,600000,21419000,2677375,5,5,8,1,1
943624,1,0,1,G,0,0,0,0,0,0,0,1,0,0
73172,1,0,1,G,2,331000,331000,662000,331000,1,1,1,1,1
992803,1,1,0,B,1,900000,900000,900000,900000,1,1,1,1,1
80569,1,0,1,G,0,0,0,0,0,0,0,1,0,0
876124,1,0,1,G,2,17700000,17700000,35400000,17700000,2,2,2,1,1
217266,1,0,1,G,1,7250000,7250000,7250000,7250000,1,1,1,1,1
210125,1,0,1,G,2,742000,300000,1042000,521000,2,2,2,1,1
55152,1,0,1,G,0,0,0,0,0,0,0,1,0,0
738501,1,0,1,G,2,1500000,500000,2000000,1000000,2,2,2,1,1
148672,1,0,1,G,3,1500000,100000,1800000,600000,3,3,3,1,1
4918,1,0,1,G,3,5000000,10000,9010000,3003333.333,2,2,3,2,2
192103,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
267185,1,1,0,B,0,0,0,0,0,0,0,1,0,0
318820,1,0,1,G,1,2000000,2000000,2000000,2000000,1,1,1,1,1
974456,1,0,1,G,1,7500000,7500000,7500000,7500000,1,1,1,1,1
683516,1,0,1,G,2,616957,351648,968605,484302.5,2,2,2,1,1
836050,1,0,1,G,2,320000,240000,560000,280000,2,2,2,1,1
477281,1,0,1,G,0,0,0,0,0,0,0,1,0,0
325742,1,0,1,G,8,2840000,500000,11229490,1487106.429,6,4,7,1,1
162128,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
35529,1,0,1,G,1,3000000,3000000,3000000,3000000,1,1,1,1,1
332642,1,0,1,G,4,29254000,130000,33084000,8271000,3,3,4,2,3
143273,1,0,1,G,9,2093333.5,68,9928941,866584.0833,6,5,6,1,2
476916,1,0,1,G,1,300000,300000,300000,300000,1,1,1,1,1
679589,1,0,1,G,1,2100000,2100000,2100000,2100000,1,1,1,1,1
882763,1,0,1,G,0,0,0,0,0,0,0,1,0,0
624970,1,0,1,G,3,3300000,100000,3800000,1266666.667,3,3,3,2,2
602159,1,0,1,G,6,3000000,350000,8850000,1475000,5,4,6,1,1
974253,1,0,1,G,4,3000000,150000,4640452,1160113,2,2,4,2,2
554802,1,0,1,G,15,10000000,50000,20821050,1529696.154,10,6,13,3,4
536125,1,0,1,G,1,40000000,40000000,40000000,40000000,1,1,1,1,1
66756,1,0,1,G,1,350000,350000,350000,350000,1,1,1,1,1
666803,1,0,1,G,6,4000000,50000,5250000,875000,5,4,6,2,2
42075,1,0,1,G,11,2900000,10000,3810000,346363.6364,9,6,11,2,3
424266,1,0,1,G,6,25000000,100000,42100000,7016666.667,6,5,6,2,2
539473,1,0,1,G,4,26666.66667,10000,90000,18333.33333,2,2,2,1,1
309333,1,0,1,G,12,580000,23300,2284100,203410,5,4,10,2,3
323529,1,0,1,G,2,35000,35000,70000,35000,1,1,1,1,1
939211,1,0,1,G,2,100000,100000,200000,100000,2,2,2,1,1
600223,1,0,1,G,5,500000,20000,580000,116000,5,4,5,2,2
1033,1,0,1,G,3,518000,50000,618000,206000,2,2,3,2,2
116683,1,0,1,G,2,3100000,100000,3200000,1600000,2,2,2,1,1
413990,1,0,1,G,4,5000000,100000,5300000,1325000,4,2,4,2,2
300084,1,0,1,G,2,180000,12343,192343,96171.5,1,1,2,2,2
886352,1,0,1,G,0,0,0,0,0,0,0,1,0,0
875436,1,0,1,G,2,3000000,100000,3100000,1550000,2,2,2,2,2
674761,1,0,1,G,1,20000,20000,20000,20000,1,1,1,1,1
467198,1,0,1,G,3,3888000,10000,4983000,1661000,3,3,3,2,2
266165,1,0,1,G,6,1010000,10000,2260000,376666.6667,5,5,6,2,3
137219,1,0,1,G,1,7300000,7300000,7300000,7300000,1,1,1,1,1
559859,1,0,1,G,17,15000000,200000,91160000,5106666.667,12,6,15,1,2
393339,1,1,0,B,0,0,0,0,0,0,0,1,0,0
438964,1,0,1,G,7,50000,10000,130000,18571.42857,4,4,7,1,1
456453,1,0,1,G,2,800000,15000,815000,407500,2,2,2,1,1
776620,1,0,1,G,1,10000000,10000000,10000000,10000000,1,1,1,1,1
720871,1,0,1,G,10,4000000,6000,10771000,1195388.889,8,5,9,1,2
610185,1,0,1,G,2,2100000,1882070,3982070,1991035,2,2,2,2,2
598421,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
234353,1,0,1,G,5,13000000,3428000,41228000,7932000,4,4,4,1,1
27555,1,0,1,G,0,0,0,0,0,0,0,1,0,0
409688,1,0,1,G,8,10920000,120000,32970000,3566666.667,6,5,6,1,1
330127,1,0,1,G,28,300000000,3850000,4643582000,154460087,16,7,23,1,2
817135,1,0,1,G,10,80000000,1000000,200750000,20075000,8,6,10,1,1
189306,1,0,1,G,3,1500000,300000,2300000,766666.6667,2,2,3,1,2
140068,1,0,1,G,2,1700000,1500000,3200000,1600000,2,2,2,1,1
93132,1,0,1,G,1,7940000,7940000,7940000,7940000,1,1,1,1,1
