CUSTOMER_NUMBER,TIME_ID,BAD,GOOD,GB,ACTIVITY_M_NO,ACTIVITY_M_DATE,ACTIVITY_M_WDAY,ACTIVITY_M_HOUR,ACTIVITY_M_NAME,ACTIVITY_NO,ACTIVITY_DATE,ACTIVITY_WDAY,ACTIVITY_HOUR,ACTIVITY_NAME
57797,1,0,1,G,143,4,3,9,8,169,4,3,10,11
268160,1,0,1,G,6,1,1,1,4,9,1,1,1,7
313194,1,0,1,G,96,5,3,6,6,121,5,3,9,10
268506,1,0,1,G,33,3,2,6,6,52,3,2,7,10
198694,1,0,1,G,5,3,3,3,2,12,3,3,3,4
709434,1,0,1,G,70,16,7,25,4,146,16,7,31,6
608854,1,0,1,G,83,6,5,7,4,109,6,5,9,6
440799,1,0,1,G,0,0,0,1,0,0,0,0,1,0
700441,1,0,1,G,0,0,0,1,0,0,0,0,1,0
713042,1,0,1,G,130,9,6,25,4,204,9,6,30,8
389571,1,0,1,G,113,9,6,13,6,149,9,6,15,8
120939,1,0,1,G,13,4,4,6,6,28,4,4,7,8
103872,1,0,1,G,58,4,3,9,9,90,4,3,10,13
26015,1,0,1,G,204,12,6,22,7,310,12,6,22,10
108416,1,0,1,G,14,1,1,2,6,18,1,1,2,9
318469,1,0,1,G,8,2,2,2,4,14,2,2,2,6
43396,1,0,1,G,4,1,1,2,2,10,1,1,2,5
187986,1,0,1,G,217,19,7,31,6,280,19,7,35,9
102899,1,0,1,G,7,2,2,2,3,13,2,2,2,6
877365,1,0,1,G,6,1,1,1,4,9,1,1,1,6
334120,1,0,1,G,19,7,5,7,5,40,7,5,8,7
10765,1,0,1,G,22,3,3,4,3,34,3,3,8,5
206833,1,1,0,B,4,2,2,2,3,10,2,2,2,5
791201,1,0,1,G,7,2,2,2,3,13,2,2,3,5
58391,1,0,1,G,63,6,3,11,4,113,6,3,11,6
832122,1,0,1,G,68,12,6,17,4,135,12,6,17,6
602180,1,0,1,G,164,14,6,34,7,298,15,7,37,10
217778,1,0,1,G,92,12,7,18,4,161,12,7,21,6
645864,1,0,1,G,22,2,2,3,5,36,2,2,3,9
856340,1,0,1,G,0,0,0,1,0,0,0,0,1,0
289905,1,0,1,G,60,13,6,14,4,103,13,6,19,6
282323,1,0,1,G,62,8,5,8,3,88,8,5,10,7
807736,1,0,1,G,18,3,3,4,5,37,3,3,5,7
715354,1,0,1,G,33,7,5,7,6,60,7,5,10,9
673730,1,0,1,G,154,12,6,23,6,228,12,6,29,9
924261,1,0,1,G,95,7,4,7,6,116,7,4,7,9
126107,1,1,0,B,12,4,3,4,5,19,4,3,4,7
66639,1,0,1,G,27,5,3,7,5,43,5,3,7,9
2188,1,0,1,G,9,2,2,2,4,12,2,2,2,6
491725,1,0,1,G,102,5,5,12,5,147,5,5,15,9
513824,1,0,1,G,79,9,7,13,6,125,9,7,17,10
231882,1,0,1,G,47,5,4,10,5,104,5,4,10,8
225229,1,0,1,G,74,12,6,17,5,122,12,6,18,8
135288,1,0,1,G,41,12,6,14,5,83,12,6,19,7
614327,1,0,1,G,3,1,1,1,2,6,1,1,1,4
131939,1,0,1,G,33,4,4,6,4,54,4,4,6,6
348751,1,0,1,G,12,1,1,2,3,17,1,1,2,6
727052,1,0,1,G,15,2,2,3,5,21,2,2,4,7
687857,1,0,1,G,165,12,5,16,5,220,12,5,18,7
638047,1,0,1,G,433,27,7,109,6,823,27,7,130,8
933675,1,0,1,G,3,1,1,1,2,15,3,3,4,4
76376,1,0,1,G,59,12,5,18,4,91,13,5,21,6
368388,1,0,1,G,41,9,7,12,5,77,9,7,16,7
102456,1,0,1,G,5,1,1,2,3,13,1,1,2,6
915538,1,0,1,G,53,4,3,5,4,68,4,3,7,6
800944,1,0,1,G,54,11,6,13,4,93,11,6,17,7
320630,1,0,1,G,14,4,4,4,3,30,5,5,6,5
981410,1,0,1,G,3,1,1,1,2,5,1,1,1,4
177852,1,0,1,G,19,3,3,5,3,33,3,3,5,6
809085,1,0,1,G,22,5,4,5,4,46,5,4,6,7
414358,1,0,1,G,57,11,5,14,4,102,11,5,15,7
826350,1,0,1,G,43,5,4,7,2,68,5,4,11,4
755488,1,0,1,G,21,4,3,6,4,45,5,4,8,6
662463,1,0,1,G,14,3,3,4,3,29,4,4,9,5
553596,1,1,0,B,0,0,0,1,0,0,0,0,1,0
977783,1,0,1,G,55,2,2,4,5,76,2,2,4,10
682181,1,0,1,G,7,1,1,1,5,13,1,1,3,8
881939,1,0,1,G,13,3,2,5,5,25,3,2,5,8
258986,1,0,1,G,35,6,4,7,4,57,6,4,7,7
376724,1,0,1,G,138,5,4,8,4,159,5,4,9,8
744785,1,0,1,G,14,7,4,7,3,25,7,4,8,5
316395,1,0,1,G,6,2,2,2,2,10,2,2,2,4
657287,1,0,1,G,9,2,2,3,3,18,2,2,3,6
715713,1,0,1,G,117,3,3,4,5,130,3,3,4,8
952105,1,0,1,G,109,6,4,11,6,158,6,4,12,10
235197,1,0,1,G,301,11,7,46,9,454,11,7,52,12
529007,1,0,1,G,72,2,2,5,4,93,2,2,6,7
579349,1,0,1,G,29,1,1,2,5,38,1,1,2,9
11396,1,0,1,G,306,9,5,16,11,386,9,5,18,17
643141,1,0,1,G,91,8,5,16,6,137,8,5,20,11
190107,1,0,1,G,14,2,2,2,4,21,2,2,3,7
28077,1,0,1,G,23,2,2,3,4,34,2,2,4,7
18245,1,0,1,G,0,0,0,1,0,0,0,0,1,0
720337,1,0,1,G,9,2,2,3,3,18,2,2,4,6
922954,1,0,1,G,188,8,6,25,5,296,8,6,27,9
347160,1,0,1,G,26,2,2,2,5,32,2,2,2,8
554633,1,0,1,G,43,4,4,6,3,61,4,4,6,6
131812,1,1,0,B,8,3,3,4,2,20,3,3,4,5
310516,1,0,1,G,54,6,5,8,4,79,6,5,9,6
199986,1,0,1,G,20,2,2,2,4,29,2,2,2,6
925791,1,0,1,G,0,0,0,1,0,0,0,0,1,0
396323,1,0,1,G,8,3,2,3,3,17,3,2,3,5
610260,1,0,1,G,12,2,1,5,3,16,2,1,5,4
374190,1,0,1,G,37,5,3,6,5,49,5,3,6,8
810241,1,1,0,B,5,1,1,1,3,9,1,1,1,6
536030,1,0,1,G,225,30,7,45,5,331,30,7,46,8
309562,1,0,1,G,44,7,5,7,6,64,7,5,8,8
258206,1,0,1,G,75,14,7,15,6,124,15,7,20,9
141811,1,0,1,G,5,1,1,1,2,8,1,1,1,5
130845,1,0,1,G,14,1,1,3,4,20,1,1,3,6
459802,1,0,1,G,94,3,2,7,3,128,3,2,7,5
575050,1,0,1,G,2029,31,7,157,8,2663,31,7,181,11
992257,1,0,1,G,50,9,6,12,4,84,9,6,16,7
617905,1,0,1,G,86,18,7,30,5,202,18,7,40,8
833967,1,0,1,G,100,8,6,10,7,147,8,6,11,10
203341,1,0,1,G,153,9,6,14,11,193,9,6,15,13
44576,1,0,1,G,42,4,3,5,3,56,4,3,6,5
983512,1,0,1,G,65,7,5,11,4,101,7,5,11,7
56680,1,0,1,G,51,10,5,12,5,93,10,5,12,8
327201,1,0,1,G,171,20,7,37,5,294,21,7,51,8
283770,1,0,1,G,46,7,6,10,7,79,7,6,10,9
678466,1,0,1,G,223,18,7,28,8,320,18,7,39,12
435285,1,0,1,G,186,11,7,17,9,270,11,7,18,14
764386,1,0,1,G,131,12,7,16,8,195,12,7,22,11
647709,1,0,1,G,81,9,6,18,7,139,9,6,21,11
558789,1,0,1,G,194,14,7,26,5,282,14,7,28,9
1101,1,0,1,G,54,6,6,9,6,83,6,6,10,11
500990,1,0,1,G,106,7,5,13,7,150,7,5,15,12
292825,1,0,1,G,70,5,5,9,6,100,5,5,9,9
821218,1,0,1,G,81,2,2,2,6,104,2,2,4,11
894080,1,0,1,G,129,5,5,9,9,184,5,5,10,12
975426,1,0,1,G,35,11,6,17,4,89,11,6,20,7
571047,1,0,1,G,39,9,5,11,5,72,9,5,11,7
953892,1,0,1,G,7,1,1,1,4,10,1,1,1,6
38710,1,0,1,G,118,5,4,8,5,149,5,4,9,9
129739,1,0,1,G,26,2,2,2,5,36,2,2,3,8
447118,1,0,1,G,106,9,6,16,8,154,9,6,19,11
116468,1,0,1,G,54,5,4,7,5,76,5,4,7,8
234192,1,0,1,G,54,4,3,6,5,88,4,3,9,9
535035,1,0,1,G,27,4,3,6,4,56,5,3,7,8
43596,1,1,0,B,21,3,3,3,7,30,3,3,3,10
646877,1,0,1,G,369,9,6,28,8,467,9,6,33,13
241341,1,0,1,G,6,2,2,2,3,12,2,2,4,6
486802,1,1,0,B,99,11,7,33,10,172,11,7,35,14
984972,1,0,1,G,86,3,2,3,5,96,3,2,3,9
110459,1,0,1,G,43,5,5,8,5,67,5,5,11,7
688549,1,0,1,G,29,9,5,9,6,56,9,5,12,8
654204,1,0,1,G,47,9,6,12,6,92,9,6,16,8
934655,1,0,1,G,120,16,7,26,6,198,16,7,31,8
205263,1,0,1,G,44,7,3,16,4,95,7,3,17,6
554283,1,0,1,G,176,17,7,25,9,249,17,7,31,11
23186,1,1,0,B,0,0,0,1,0,0,0,0,1,0
897523,1,0,1,G,81,9,5,21,6,162,9,5,25,8
58730,1,0,1,G,239,24,7,48,6,296,24,7,55,8
169489,1,0,1,G,9,1,1,1,2,15,1,1,1,5
391360,1,0,1,G,212,18,6,29,6,257,18,6,29,8
593440,1,0,1,G,32,8,5,11,5,71,8,5,13,8
237380,1,1,0,B,12,3,2,3,3,21,3,2,4,6
555514,1,0,1,G,70,9,5,9,8,97,9,5,11,10
105146,1,0,1,G,38,10,6,11,5,69,10,6,11,8
701734,1,0,1,G,47,7,6,10,5,78,7,6,10,7
704719,1,0,1,G,13,4,3,4,5,28,5,3,5,8
986164,1,0,1,G,10,2,2,2,3,19,2,2,2,5
93627,1,1,0,B,0,0,0,1,0,0,0,0,1,0
663836,1,0,1,G,75,13,6,17,8,126,13,6,21,10
146750,1,0,1,G,10,4,4,5,3,25,4,4,6,5
778235,1,0,1,G,51,6,4,8,6,72,6,4,11,9
232790,1,0,1,G,52,8,6,10,3,82,8,6,11,6
694891,1,0,1,G,98,10,6,16,6,161,12,7,18,8
676920,1,0,1,G,230,19,7,47,6,391,19,7,57,9
99135,1,0,1,G,135,10,5,14,7,174,11,5,16,10
11660,1,0,1,G,7,2,2,2,3,13,2,2,3,5
827932,1,0,1,G,74,10,6,16,5,124,10,6,16,8
182343,1,0,1,G,48,2,2,2,7,54,2,2,3,9
968455,1,0,1,G,0,0,0,1,0,0,0,0,1,0
731207,1,0,1,G,24,4,3,5,4,37,4,3,5,6
538353,1,0,1,G,141,13,7,29,4,246,13,7,33,6
201863,1,1,0,B,0,0,0,1,0,0,0,0,1,0
984002,1,0,1,G,81,5,4,14,8,108,5,4,14,10
472639,1,0,1,G,53,8,6,11,7,84,8,6,12,9
218166,1,0,1,G,41,8,5,11,5,74,8,5,11,8
552268,1,0,1,G,97,8,6,21,6,160,8,6,22,9
155354,1,0,1,G,68,15,6,24,7,142,15,6,27,9
708168,1,0,1,G,20,8,5,9,4,30,8,5,9,5
720939,1,0,1,G,126,17,7,23,7,198,18,7,28,10
804741,1,0,1,G,35,6,5,11,3,68,6,5,11,5
948834,1,0,1,G,37,8,7,12,8,76,9,7,14,11
229441,1,0,1,G,93,18,6,39,7,209,18,6,42,9
572910,1,0,1,G,72,2,2,4,7,83,2,2,5,11
16675,1,0,1,G,124,9,5,13,7,176,9,5,14,9
306119,1,0,1,G,65,8,5,10,5,90,8,5,11,8
210431,1,0,1,G,397,21,7,40,6,515,21,7,44,8
433313,1,0,1,G,197,21,7,51,6,362,22,7,65,8
810811,1,0,1,G,179,27,7,50,7,346,27,7,62,9
619929,1,0,1,G,56,8,6,9,5,83,8,6,9,7
588253,1,0,1,G,87,3,3,3,7,104,3,3,3,9
553688,1,0,1,G,99,8,5,18,4,155,9,5,19,7
826308,1,0,1,G,99,8,6,13,7,147,8,6,15,11
338133,1,0,1,G,58,6,4,9,4,90,6,4,13,7
79193,1,0,1,G,76,7,4,10,5,116,7,4,12,8
591519,1,0,1,G,13,4,3,5,5,16,4,3,5,7
198937,1,0,1,G,150,17,7,34,6,252,17,7,41,9
753173,1,0,1,G,83,16,7,18,5,146,16,7,21,7
80025,1,0,1,G,51,6,5,9,10,78,6,5,12,14
171005,1,0,1,G,188,8,5,12,6,253,8,5,12,10
902640,1,0,1,G,17,3,3,3,7,28,3,3,3,11
666252,1,0,1,G,138,7,5,12,10,175,7,5,13,14
557708,1,1,0,B,260,10,6,27,10,354,10,6,40,14
675872,1,0,1,G,151,3,3,6,9,181,3,3,6,13
571523,1,0,1,G,320,13,7,26,8,416,13,7,32,11
57497,1,0,1,G,104,10,6,14,8,157,10,6,21,12
258582,1,0,1,G,102,12,6,22,5,171,12,6,30,9
585788,1,0,1,G,340,20,7,59,7,525,20,7,76,12
328444,1,0,1,G,15,3,2,4,4,32,3,2,6,8
618533,1,0,1,G,55,7,4,9,6,86,7,4,10,10
521707,1,0,1,G,107,11,7,14,7,160,11,7,19,11
530098,1,0,1,G,20,3,3,4,4,32,3,3,4,7
548807,1,0,1,G,69,6,5,10,6,114,6,5,14,11
159221,1,0,1,G,86,7,6,11,8,124,7,6,13,12
672090,1,0,1,G,25,3,2,4,5,37,3,2,5,9
775922,1,0,1,G,415,11,7,45,6,581,11,7,52,11
308320,1,0,1,G,61,7,6,17,5,117,7,6,20,8
292247,1,0,1,G,1,1,1,1,1,2,1,1,1,2
532332,1,0,1,G,117,8,5,9,3,148,8,5,10,5
205374,1,0,1,G,81,6,3,8,8,108,6,3,10,10
87870,1,0,1,G,133,10,5,13,7,179,10,5,14,12
688882,1,0,1,G,6,2,2,3,3,18,2,2,5,5
891385,1,0,1,G,493,24,7,60,5,693,24,7,69,8
967673,1,0,1,G,69,9,6,14,4,107,9,6,15,6
312053,1,0,1,G,131,14,7,16,4,191,14,7,16,6
449668,1,0,1,G,24,2,2,2,3,33,3,3,4,5
747631,1,0,1,G,131,11,7,18,3,190,11,7,21,6
734949,1,0,1,G,185,20,7,38,6,299,21,7,49,9
640816,1,0,1,G,24,2,2,5,4,39,2,2,5,6
712521,1,0,1,G,6,1,1,1,3,9,1,1,2,5
152776,1,1,0,B,8,2,2,2,3,14,2,2,3,6
969185,1,0,1,G,76,17,7,22,7,160,18,7,34,9
362073,1,0,1,G,110,7,4,7,7,133,7,4,7,12
823835,1,0,1,G,214,22,7,50,6,369,22,7,63,10
897591,1,0,1,G,224,8,5,13,8,271,8,5,16,13
2216,1,0,1,G,136,12,6,24,6,219,12,6,29,10
430915,1,0,1,G,24,2,2,3,4,35,2,2,3,8
690734,1,0,1,G,13,5,5,7,2,34,5,5,8,4
113349,1,0,1,G,92,7,5,15,4,136,7,5,15,6
177948,1,0,1,G,31,7,4,9,4,58,7,4,13,7
98898,1,0,1,G,44,10,6,14,3,85,10,6,19,5
943624,1,0,1,G,10,3,1,3,3,19,3,1,4,5
73172,1,0,1,G,15,4,4,4,5,24,4,4,4,8
992803,1,1,0,B,4,1,1,1,3,7,1,1,1,5
80569,1,0,1,G,1,1,1,1,1,4,1,1,1,3
876124,1,0,1,G,33,3,3,7,4,61,3,3,9,6
217266,1,0,1,G,5,1,1,1,3,8,1,1,1,6
210125,1,0,1,G,2,1,1,2,1,8,1,1,3,4
55152,1,0,1,G,26,2,1,2,2,35,3,2,4,4
738501,1,0,1,G,46,6,5,10,4,74,6,5,10,7
148672,1,0,1,G,30,3,2,4,2,42,3,2,5,4
4918,1,0,1,G,181,14,7,22,4,250,14,7,26,6
192103,1,0,1,G,3,1,1,1,2,6,1,1,1,4
267185,1,1,0,B,12,3,3,3,5,18,3,3,3,7
318820,1,0,1,G,102,8,5,12,5,147,8,5,14,8
974456,1,0,1,G,19,4,3,4,4,31,4,3,5,6
683516,1,0,1,G,67,8,6,8,4,97,8,6,10,6
836050,1,0,1,G,70,10,6,14,3,109,10,6,16,6
477281,1,0,1,G,85,9,5,12,6,121,9,5,17,9
325742,1,0,1,G,42,6,4,7,4,66,6,4,8,7
162128,1,0,1,G,100,7,5,11,5,147,7,5,14,8
35529,1,0,1,G,128,3,2,4,4,139,3,2,4,7
332642,1,0,1,G,54,8,6,10,6,84,8,6,12,9
143273,1,0,1,G,18,7,5,8,4,40,7,5,8,7
476916,1,0,1,G,27,3,3,4,5,44,3,3,5,8
679589,1,0,1,G,17,3,3,4,5,27,3,3,5,8
882763,1,0,1,G,50,6,6,6,3,71,6,6,8,5
624970,1,0,1,G,62,10,6,11,4,115,10,6,14,8
602159,1,0,1,G,59,11,6,14,3,104,11,6,17,5
974253,1,0,1,G,132,21,7,32,7,234,21,7,39,9
554802,1,0,1,G,160,18,7,25,8,237,18,7,32,10
536125,1,0,1,G,84,8,6,17,6,147,8,6,19,9
66756,1,0,1,G,41,5,5,10,4,70,5,5,11,7
666803,1,0,1,G,66,7,5,10,5,98,7,5,12,7
42075,1,0,1,G,45,11,6,17,5,96,11,6,22,7
424266,1,0,1,G,17,6,5,8,5,41,6,5,9,7
539473,1,0,1,G,30,6,4,6,4,45,6,4,8,7
309333,1,0,1,G,84,9,7,18,6,147,9,7,22,10
323529,1,0,1,G,3,1,1,1,2,4,1,1,1,3
939211,1,0,1,G,279,27,7,68,4,486,27,7,84,7
600223,1,0,1,G,33,8,5,8,5,60,8,5,9,8
1033,1,0,1,G,203,13,7,24,7,278,13,7,29,10
116683,1,0,1,G,53,8,6,10,7,89,9,6,16,10
413990,1,0,1,G,9,4,2,4,3,15,4,2,4,5
300084,1,0,1,G,150,9,6,23,6,248,9,6,29,10
886352,1,0,1,G,20,6,5,8,2,44,6,5,13,5
875436,1,0,1,G,30,5,4,6,4,49,5,4,6,6
674761,1,0,1,G,53,2,2,2,5,62,2,2,3,9
467198,1,0,1,G,55,7,4,9,6,80,7,4,11,11
266165,1,0,1,G,81,7,5,11,5,134,7,5,11,8
137219,1,0,1,G,17,5,4,6,3,37,6,5,8,5
559859,1,0,1,G,47,12,6,15,6,92,12,6,16,8
393339,1,1,0,B,0,0,0,1,0,0,0,0,1,0
438964,1,0,1,G,153,16,7,25,7,256,16,7,27,10
456453,1,0,1,G,21,4,4,4,3,33,4,4,6,5
776620,1,0,1,G,220,23,7,41,5,350,23,7,49,8
720871,1,0,1,G,217,13,7,20,5,280,13,7,24,8
610185,1,0,1,G,127,14,7,15,4,174,14,7,19,7
598421,1,0,1,G,64,2,2,2,3,74,2,2,2,6
234353,1,0,1,G,118,21,7,31,3,233,21,7,36,6
27555,1,0,1,G,0,0,0,1,0,0,0,0,1,0
409688,1,0,1,G,76,13,6,18,8,124,13,6,23,11
330127,1,0,1,G,69,16,7,25,5,144,16,7,30,7
817135,1,0,1,G,70,9,6,15,5,126,11,6,20,7
189306,1,0,1,G,68,7,7,15,6,112,7,7,18,11
140068,1,0,1,G,17,5,4,6,4,41,5,4,7,8
93132,1,0,1,G,80,8,6,13,5,128,8,6,15,10
672100,1,0,1,G,14,3,3,4,5,26,3,3,5,9
162978,1,0,1,G,41,5,4,6,5,63,5,4,7,9
612346,1,0,1,G,75,16,7,21,4,145,16,7,24,6
467692,1,0,1,G,30,6,4,7,3,54,6,4,9,5
944347,1,0,1,G,16,4,3,4,2,28,6,5,7,4
906728,1,0,1,G,45,8,5,11,4,85,8,5,16,7
481862,1,0,1,G,20,8,6,15,2,36,8,6,15,3
466772,1,0,1,G,62,14,7,17,4,116,14,7,22,7
920543,1,0,1,G,28,3,3,5,5,50,3,3,5,9
292440,1,0,1,G,8,2,2,2,3,17,2,2,2,5
839436,1,0,1,G,191,9,7,22,9,354,9,7,22,15
234692,1,0,1,G,42,2,2,2,4,50,2,2,2,7
382434,1,0,1,G,107,15,6,22,5,177,15,6,27,8
964679,1,0,1,G,20,5,3,6,3,38,5,3,8,5
327592,1,0,1,G,9,1,1,1,2,12,1,1,1,4
334632,1,0,1,G,62,5,4,12,5,112,5,4,13,9
221977,1,0,1,G,82,5,4,9,3,111,5,4,10,7
574634,1,0,1,G,7,3,3,5,2,14,3,3,5,5
24019,1,0,1,G,28,5,4,9,4,64,5,4,10,6
262552,1,0,1,G,10,4,3,6,6,28,4,3,8,8
36975,1,0,1,G,18,5,5,6,4,42,6,6,11,7
904170,1,0,1,G,3,1,1,3,1,12,1,1,3,4
574124,1,0,1,G,47,5,5,6,5,88,6,5,11,8
832224,1,0,1,G,15,2,2,5,4,22,2,2,5,7
300152,1,0,1,G,26,4,3,4,3,38,4,3,5,6
317017,1,0,1,G,6,3,3,3,2,16,3,3,4,5
301529,1,0,1,G,11,3,3,3,4,21,3,3,3,7
807819,1,0,1,G,372,7,6,16,6,429,7,6,16,10
331079,1,0,1,G,13,1,1,2,5,22,1,1,2,8
978111,1,0,1,G,0,0,0,1,0,0,0,0,1,0
341434,1,0,1,G,292,21,6,51,5,456,21,6,51,8
857030,1,0,1,G,78,10,6,15,3,122,10,6,19,5
130028,1,0,1,G,22,8,5,10,2,52,9,5,14,5
683059,1,1,0,B,8,3,3,3,2,14,3,3,3,4
865233,1,1,0,B,4,2,2,2,2,8,2,2,2,4
500480,1,0,1,G,21,3,2,4,4,33,3,2,4,6
961238,1,1,0,B,0,0,0,1,0,0,0,0,1,0
85261,1,0,1,G,37,15,7,37,1,111,15,7,37,3
890594,1,0,1,G,29,5,4,6,5,47,5,4,8,8
340038,1,0,1,G,23,5,4,5,3,38,5,4,7,6
834681,1,0,1,G,25,4,4,6,4,43,4,4,7,7
816942,1,0,1,G,9,3,3,5,2,19,3,3,6,5
331400,1,0,1,G,7,2,2,2,2,13,2,2,2,4
592535,1,0,1,G,20,4,4,5,4,24,4,4,5,5
504227,1,0,1,G,58,11,7,13,5,96,11,7,17,8
815842,1,0,1,G,165,15,7,20,3,230,15,7,28,6
731010,1,0,1,G,52,2,2,3,5,64,2,2,3,7
122924,1,1,0,B,0,0,0,1,0,0,0,0,1,0
293637,1,0,1,G,268,13,5,27,9,369,13,5,36,12
737466,1,1,0,B,0,0,0,1,0,0,0,0,1,0
529767,1,0,1,G,44,19,7,42,1,132,19,7,42,3
150840,1,0,1,G,25,4,4,4,3,37,4,4,4,5
912447,1,0,1,G,6,1,1,2,2,14,2,2,3,6
608228,1,0,1,G,66,5,5,8,6,89,5,5,10,8
808971,1,0,1,G,58,12,6,16,7,114,12,6,20,10
165815,1,0,1,G,52,12,6,16,3,104,13,6,24,6
970660,1,0,1,G,57,9,6,11,4,98,9,6,13,7
517980,1,0,1,G,8,3,3,4,2,22,3,3,4,5
224897,1,0,1,G,61,3,2,3,7,76,3,2,3,10
6790,1,0,1,G,93,9,5,16,6,160,9,5,19,10
585173,1,0,1,G,204,21,7,63,8,413,21,7,71,13
893546,1,0,1,G,1139,19,7,98,8,1529,19,7,114,12
179795,1,0,1,G,318,12,5,15,6,373,12,5,18,9
194043,1,0,1,G,93,1,1,2,4,97,1,1,2,7
580361,1,0,1,G,21,4,4,4,6,38,4,4,4,10
887561,1,0,1,G,9,1,1,2,5,17,1,1,2,9
935065,1,0,1,G,7,1,1,1,3,10,1,1,1,6
232145,1,0,1,G,33,3,2,7,6,57,3,2,9,9
881704,1,0,1,G,103,13,7,20,6,182,13,7,20,10
582017,1,0,1,G,64,12,7,18,8,130,12,7,21,12
173186,1,0,1,G,187,6,4,19,8,265,6,4,24,12
677817,1,0,1,G,37,9,6,11,7,75,9,6,12,11
693087,1,0,1,G,68,8,6,9,6,99,8,6,11,10
327947,1,0,1,G,69,6,5,8,6,108,6,5,9,10
91181,1,0,1,G,1216,20,7,111,8,1644,20,7,131,13
331043,1,0,1,G,24,4,3,4,5,36,4,3,5,7
926781,1,0,1,G,39,8,5,9,4,69,9,6,13,6
797075,1,0,1,G,131,18,7,36,8,254,18,7,43,11
381353,1,0,1,G,156,19,7,30,5,249,19,7,39,8
59557,1,0,1,G,53,8,7,11,6,90,8,7,14,9
664386,1,0,1,G,69,8,6,12,7,111,9,6,16,9
193602,1,0,1,G,8,1,1,1,2,16,1,1,2,5
891446,1,0,1,G,120,11,6,20,6,192,12,6,25,10
987699,1,0,1,G,69,11,7,17,5,129,11,7,19,7
443648,1,0,1,G,635,30,7,133,8,964,30,7,153,11
686795,1,0,1,G,54,9,6,13,7,99,9,6,15,9
111948,1,0,1,G,172,13,6,19,6,238,13,6,26,12
857506,1,0,1,G,123,11,7,15,5,174,11,7,15,8
143615,1,0,1,G,19,9,5,11,2,51,9,5,13,5
746949,1,0,1,G,34,7,5,8,4,64,7,5,9,6
627352,1,0,1,G,22,4,3,5,5,43,4,3,5,7
607366,1,0,1,G,74,10,5,16,4,126,10,5,22,7
73193,1,0,1,G,65,9,5,10,4,94,10,5,13,7
202647,1,0,1,G,40,12,5,15,4,90,13,5,19,6
408915,1,0,1,G,24,7,4,8,5,47,7,4,10,7
658218,1,0,1,G,114,9,6,15,8,152,9,6,18,11
105978,1,0,1,G,85,13,6,16,7,144,13,6,19,9
419863,1,0,1,G,213,10,5,13,5,256,10,5,13,7
379299,1,0,1,G,3,1,1,1,2,6,1,1,1,4
841929,1,0,1,G,112,11,6,20,7,173,11,6,20,10
18067,1,0,1,G,49,4,4,4,5,61,4,4,4,8
72411,1,0,1,G,2524,30,7,224,4,2901,30,7,228,7
438155,1,0,1,G,25,6,6,6,3,44,6,6,8,5
657587,1,0,1,G,109,6,4,9,4,138,6,4,12,7
379048,1,0,1,G,3,1,1,1,2,6,1,1,1,4
321776,1,0,1,G,75,16,7,19,5,138,17,7,20,7
517727,1,0,1,G,22,3,3,3,5,31,3,3,4,8
159563,1,0,1,G,66,7,5,12,4,111,9,5,17,7
970506,1,0,1,G,77,8,6,14,8,139,8,6,16,11
904902,1,0,1,G,40,7,6,11,4,50,7,6,11,7
150206,1,0,1,G,24,6,3,9,3,37,6,3,9,5
924573,1,0,1,G,114,18,7,30,10,235,20,7,46,14
551722,1,0,1,G,99,10,6,14,6,147,10,6,17,10
827471,1,0,1,G,64,5,4,9,5,149,9,5,29,8
362739,1,0,1,G,35,2,2,3,4,44,2,2,4,7
281501,1,0,1,G,38,4,4,8,8,62,4,4,13,11
426692,1,1,0,B,68,3,3,7,6,100,3,3,7,9
606413,1,0,1,G,9,3,3,3,3,15,3,3,3,6
360865,1,0,1,G,14,2,2,2,5,22,2,2,2,9
502037,1,0,1,G,45,4,4,8,6,88,4,4,9,9
397133,1,0,1,G,74,13,7,19,7,141,13,7,19,11
342639,1,0,1,G,398,26,7,46,8,547,26,7,56,10
460112,1,0,1,G,175,20,7,31,10,279,20,7,37,13
263213,1,0,1,G,50,8,6,11,4,84,9,6,16,6
808438,1,0,1,G,107,6,5,8,7,122,6,5,9,10
948854,1,0,1,G,83,4,4,6,5,99,4,4,8,8
114422,1,0,1,G,13,2,2,4,5,19,2,2,4,9
669581,1,0,1,G,13,2,2,4,5,22,3,3,5,8
769346,1,0,1,G,70,2,2,7,6,95,3,3,11,11
841336,1,0,1,G,320,12,7,26,7,431,12,7,32,12
322634,1,0,1,G,54,3,2,4,8,62,3,2,6,11
200898,1,0,1,G,336,9,6,24,13,406,10,6,26,18
712338,1,0,1,G,405,23,7,66,9,697,23,7,78,13
891671,1,0,1,G,180,13,7,24,8,275,13,7,24,11
376634,1,0,1,G,149,13,7,33,7,254,13,7,36,11
615897,1,1,0,B,22,3,3,3,4,31,3,3,3,7
75742,1,0,1,G,307,16,7,41,7,453,16,7,48,12
448602,1,0,1,G,53,6,6,17,6,123,6,6,20,12
728118,1,1,0,B,0,0,0,1,0,0,0,0,1,0
762138,1,0,1,G,26,10,7,15,3,57,10,7,16,5
600219,1,0,1,G,130,15,6,22,5,193,15,6,27,7
56920,1,0,1,G,314,18,6,32,6,420,18,6,36,9
980087,1,0,1,G,129,16,7,22,5,196,18,7,26,8
602642,1,0,1,G,84,7,5,9,5,108,7,5,10,7
